,0
273,14.95
274,15.35
275,15.2
276,15.0
277,15.1
278,15.15
279,15.85
280,15.65
281,15.6
282,15.2
283,15.45
284,15.7
285,15.8
286,16.2
287,16.2
288,16.3
289,16.5
290,16.3
291,16.15
292,16.4
293,16.2
294,16.8
295,16.65
296,17.0
297,17.0
298,17.6
299,17.7
300,17.9
301,18.65
302,18.35
303,18.4
304,18.05
305,18.0
306,18.7
307,19.35
308,19.15
309,19.0
310,19.0
311,18.95
312,18.8
313,18.3
314,18.9
315,18.6
316,18.9
317,18.75
318,18.7
319,19.2
320,19.5
321,19.05
322,18.6
323,18.85
324,18.8
325,19.25
326,20.15
327,20.9
328,21.85
329,21.25
330,21.25
331,21.2
332,23.3
333,23.2
334,25.0
335,24.7
336,25.3
337,25.8
338,24.5
339,25.2
340,25.05
341,25.3
342,26.35
343,27.0
344,27.65
345,28.4
346,29.7
347,29.35
348,29.35
349,29.95
350,28.8
351,29.5
352,31.0
353,30.3
354,31.0
355,30.9
356,32.7
357,33.8
358,36.05
359,35.65
360,36.35
361,37.0
362,37.35
363,36.95
364,35.8
365,38.55
366,38.3
367,37.6
368,36.5
369,36.4
370,35.8
371,35.7
372,35.55
373,37.2
374,36.7
375,34.1
376,37.4
377,36.5
378,35.45
379,
380,38.95
381,42.8
382,46.95
383,47.45
384,49.5
385,50.0
386,50.3
387,53.0
388,51.9
389,51.1
390,51.1
391,51.3
392,52.0
393,55.0
394,55.5
395,55.9
396,53.6
397,54.3
398,54.4
399,53.4
400,52.5
401,53.2
402,51.5
403,47.6
404,48.8
405,48.3
406,46.6
407,51.2
408,56.3
409,55.2
410,59.4
411,60.3
412,60.1
413,59.8
414,65.7
415,63.5
416,64.8
417,63.5
418,63.1
419,60.9
420,62.1
421,60.3
422,59.8
423,62.0
424,61.6
425,61.4
426,61.3
427,61.6
428,60.7
429,59.6
430,61.4
431,61.2
432,67.3
433,66.1
434,66.9
435,72.5
436,71.2
437,70.1
438,71.1
439,69.7
440,70.2
441,70.2
442,67.7
443,67.7
444,67.2
445,63.9
446,63.0
447,61.4
448,61.6
449,63.3
450,62.4
451,62.1
452,62.7
453,61.9
454,61.3
455,61.9
456,62.3
457,63.9
458,62.7
459,62.2
460,64.0
461,65.1
462,64.2
463,63.7
464,64.7
465,58.3
466,53.0
467,52.9
468,52.8
469,51.4
470,52.5
471,52.6
472,53.2
473,51.9
474,52.5
475,52.0
476,47.0
477,43.95
478,47.1
479,49.0
480,48.45
481,47.5
482,47.45
483,46.1
484,47.85
485,48.65
486,47.8
487,49.2
488,48.75
489,49.0
490,53.9
491,55.8
492,55.8
493,53.1
494,53.9
495,52.5
496,51.7
497,50.0
498,51.6
499,52.5
500,53.1
501,55.0
502,60.5
503,59.8
504,61.2
505,61.9
506,60.9
507,59.0
508,60.1
509,62.1
510,60.7
511,60.5
512,60.4
513,61.0
514,60.1
515,61.9
516,61.0
517,60.5
518,60.4
519,58.0
520,58.8
521,62.8
522,61.7
523,64.0
524,64.6
525,63.4
526,63.0
527,62.4
528,62.0
529,61.3
530,61.7
531,62.5
532,61.2
533,60.4
534,61.0
535,60.4
536,61.4
537,61.0
538,60.7
539,62.3
540,61.2
541,60.7
542,60.8
543,60.9
544,66.9
545,64.7
546,64.8
547,65.2
548,65.0
549,64.6
550,62.8
551,64.2
552,63.7
553,63.5
554,64.0
555,65.5
556,67.0
557,65.9
558,64.9
559,63.2
560,62.1
561,58.5
562,59.2
563,60.2
564,61.3
565,60.4
566,63.5
567,62.2
568,62.7
569,62.8
570,63.6
571,64.2
572,64.6
573,66.0
574,66.4
575,66.4
576,71.2
577,71.1
578,70.1
579,68.0
580,71.7
581,70.0
582,69.7
583,69.8
584,69.6
585,70.8
586,70.0
587,68.1
588,67.5
589,67.8
590,66.0
591,63.5
592,63.5
593,65.0
594,65.6
595,65.8
596,66.2
597,65.9
598,65.3
599,64.8
600,63.1
601,62.2
602,61.0
603,63.4
604,62.8
605,61.3
606,61.5
607,61.8
608,61.2
609,61.0
610,62.6
611,60.9
612,59.4
613,58.5
614,53.2
615,55.1
616,55.0
617,54.4
618,53.4
619,53.3
620,55.0
621,56.7
622,54.8
623,56.1
624,53.5
625,55.9
626,57.0
627,55.9
628,56.1
629,55.2
630,56.4
631,56.7
632,57.8
633,57.5
634,58.3
635,57.5
636,57.9
637,56.0
638,55.2
639,56.6
640,54.4
641,53.2
642,52.1
643,52.9
644,54.3
645,53.1
646,53.1
647,53.3
648,53.2
649,52.7
650,51.3
651,51.8
652,52.0
653,53.2
654,53.2
655,51.6
656,51.8
657,52.3
658,52.5
659,54.7
660,54.7
661,55.3
662,58.8
663,57.5
664,56.8
665,55.9
666,50.4
667,50.9
668,48.45
669,48.6
670,49.2
671,49.2
672,48.15
673,45.5
674,45.15
675,46.4
676,45.6
677,45.8
678,46.1
679,46.3
680,45.85
681,46.95
682,46.3
683,45.0
684,41.0
685,40.55
686,39.4
687,37.55
688,38.15
689,40.45
690,41.9
691,41.55
692,41.7
693,42.15
694,42.0
695,41.4
696,41.9
697,43.85
698,42.8
699,42.85
700,42.85
701,42.8
702,44.8
703,44.15
704,44.75
705,44.25
706,43.8
707,43.15
708,43.7
709,42.9
710,41.25
711,41.4
712,41.9
713,42.2
714,41.9
715,42.55
716,40.95
717,41.3
718,40.95
719,39.75
720,38.8
721,39.8
722,39.95
723,39.7
724,39.0
725,37.5
726,37.05
727,37.5
728,36.8
729,35.75
730,33.0
731,33.05
732,33.55
733,35.0
734,35.8
735,36.0
736,35.3
737,34.7
738,35.4
739,37.05
740,36.6
741,36.3
742,36.3
