,0,1
191,46.3,9925.0
192,45.85,9900.0
193,46.95,9850.0
194,46.3,9950.0
195,45.0,9900.0
196,41.0,9650.0
197,40.55,9775.0
198,39.4,9825.0
199,37.55,9775.0
200,38.15,9775.0
201,40.45,9950.0
202,41.9,10150.0
203,41.55,10250.0
204,41.7,10350.0
205,42.15,10225.0
206,42.0,10375.0
207,41.4,10700.0
208,41.9,10625.0
209,43.85,10600.0
210,42.8,10575.0
211,42.85,10700.0
212,42.85,10625.0
213,42.8,10750.0
214,44.8,10850.0
215,44.15,11100.0
216,44.75,11175.0
217,44.25,11125.0
218,43.8,11150.0
219,43.15,11150.0
220,43.7,10875.0
221,42.9,10875.0
222,41.25,11050.0
223,41.4,11150.0
224,41.9,11175.0
225,42.2,11200.0
226,41.9,11150.0
227,42.55,11100.0
228,40.95,11100.0
229,41.3,11050.0
230,40.95,10975.0
231,39.75,10750.0
232,38.8,10850.0
233,39.8,10950.0
234,39.95,10850.0
235,39.7,10725.0
236,39.0,10600.0
237,37.5,10575.0
238,37.05,10525.0
239,37.5,10525.0
240,36.8,10575.0
241,35.75,10550.0
242,33.0,10425.0
243,33.05,10350.0
244,33.55,10300.0
245,35.0,10275.0
246,35.8,10700.0
247,36.0,10625.0
248,35.3,10525.0
249,34.7,10450.0
250,35.4,10500.0
251,37.05,10425.0
252,36.6,10350.0
253,36.3,10350.0
254,36.3,10350.0
