,0
291,86.1
292,83.5
293,83.3
294,82.6
295,82.7
296,83.0
297,85.8
298,86.1
299,84.4
300,84.4
301,82.8
302,84.6
303,85.5
304,85.2
305,87.0
306,87.5
307,90.8
308,90.8
309,88.8
310,89.5
311,89.1
312,87.2
313,87.9
314,87.0
315,87.6
316,89.5
317,88.7
318,86.8
319,85.6
320,83.2
321,83.3
322,80.8
323,81.8
324,81.4
325,82.2
326,81.8
327,83.0
328,81.8
329,81.2
330,81.3
331,80.0
332,80.6
333,82.3
334,85.5
335,86.2
336,85.4
337,83.2
338,83.5
339,82.2
340,81.8
341,83.4
342,88.1
343,88.8
344,88.1
345,88.5
346,86.7
347,87.2
348,87.0
349,86.0
350,87.2
351,85.7
352,84.1
353,82.7
354,82.1
355,82.3
356,81.1
357,79.1
358,79.8
359,80.0
360,79.8
361,78.0
362,78.7
363,78.3
364,80.0
365,79.6
366,79.9
367,79.9
368,79.7
369,80.3
370,78.2
371,77.7
372,77.8
373,77.7
374,77.7
375,75.1
376,80.9
377,80.9
378,81.0
379,81.5
380,82.0
381,82.5
382,84.6
383,84.1
384,84.3
385,85.3
386,84.8
387,85.0
388,86.0
389,86.2
390,88.7
391,89.0
392,88.0
393,87.4
394,86.0
395,87.4
396,88.3
397,87.3
398,86.6
399,86.6
400,86.6
401,85.6
402,85.6
403,84.8
404,85.5
405,86.0
406,84.9
407,84.3
408,84.8
409,85.8
410,86.6
411,86.6
412,86.0
413,85.6
414,86.0
415,89.2
416,88.9
417,89.5
418,89.5
419,91.0
420,100.0
421,99.0
422,96.6
423,99.0
424,105.0
425,102.0
426,103.0
427,102.0
428,103.0
429,105.0
430,103.0
431,95.5
432,92.6
433,91.5
434,92.1
435,90.3
436,91.0
437,91.4
438,90.9
439,91.5
440,91.8
441,91.9
442,89.1
443,89.5
444,89.0
445,90.8
446,90.8
447,89.1
448,88.1
449,86.8
450,86.8
451,88.5
452,87.7
453,93.2
454,92.5
455,94.6
456,93.6
457,92.4
458,92.5
459,93.3
460,92.5
461,93.0
462,93.5
463,97.1
464,98.4
465,95.2
466,92.5
467,95.3
468,95.2
469,95.2
470,101.0
471,102.5
472,107.0
473,110.0
474,102.5
475,104.0
476,106.0
477,101.5
478,111.5
479,109.5
480,114.0
481,105.0
482,108.5
483,103.0
484,103.0
485,106.0
486,108.0
487,108.0
488,114.0
489,114.0
490,113.0
491,113.0
492,109.0
493,102.0
494,108.5
495,107.5
496,107.0
497,105.5
498,106.0
499,105.5
500,104.0
501,103.0
502,104.0
503,104.0
504,106.0
505,104.0
506,104.0
507,102.0
508,103.0
509,104.0
510,104.0
511,104.0
512,107.5
513,105.5
514,104.5
515,103.0
516,104.0
517,104.0
518,98.6
519,94.1
520,94.9
521,94.7
522,97.4
523,95.5
524,94.5
525,93.3
526,93.7
527,93.5
528,91.3
529,91.7
530,91.0
531,89.7
532,88.9
533,89.0
534,90.2
535,91.5
536,91.5
537,90.8
538,91.2
539,92.9
540,92.3
541,91.1
542,90.0
543,92.0
544,92.0
545,91.8
546,91.2
547,91.2
548,91.2
549,95.0
550,92.6
551,92.0
552,92.3
553,91.3
554,90.1
555,89.9
556,91.0
557,90.2
558,84.9
559,84.2
560,84.5
561,82.3
562,83.0
563,83.3
564,85.1
565,83.8
566,82.9
567,83.2
568,83.0
569,84.0
570,86.0
571,85.1
572,85.7
573,85.3
574,85.0
575,85.9
576,85.0
577,85.9
578,85.0
579,81.1
580,81.9
581,79.0
582,78.5
583,76.6
584,77.0
585,77.1
586,78.5
587,77.1
588,76.0
589,76.5
590,73.7
591,70.9
592,71.0
593,71.9
594,71.6
595,71.0
596,71.6
597,73.5
598,73.0
599,72.5
600,71.5
601,71.2
602,71.7
603,71.3
604,71.5
605,70.5
606,71.0
607,70.7
608,74.3
609,73.6
610,73.3
611,73.8
612,73.6
613,72.6
614,73.7
615,72.9
616,73.1
617,73.1
618,72.9
619,72.0
620,72.4
621,75.3
622,72.0
623,71.5
624,71.8
625,71.0
626,71.4
627,71.3
628,70.8
629,71.0
630,70.8
631,70.8
632,70.7
633,68.6
634,67.6
635,67.8
636,67.2
637,65.8
638,64.5
639,63.0
640,64.4
641,63.3
642,63.5
643,63.7
644,66.2
645,66.6
646,67.0
647,67.1
648,67.0
649,67.3
650,67.0
651,66.7
652,67.2
653,66.6
654,67.2
655,65.7
656,65.7
657,66.4
658,67.8
659,69.9
660,69.6
661,72.7
662,71.6
663,71.1
664,70.3
665,67.4
666,67.7
667,68.0
668,71.4
669,70.7
670,69.8
671,70.0
672,70.0
673,70.0
674,70.8
675,69.9
676,69.2
677,69.2
678,68.8
679,68.7
680,69.1
681,69.3
682,68.5
683,68.0
684,62.8
685,63.8
686,63.2
687,60.8
688,61.9
689,63.4
690,64.2
691,64.4
692,63.5
693,63.3
694,63.0
695,62.5
696,62.6
697,63.0
698,62.5
699,62.8
700,62.0
701,63.0
702,63.2
703,64.9
704,64.8
705,64.7
706,64.2
707,63.3
708,62.2
709,62.4
710,61.8
711,61.5
712,61.6
713,61.8
714,60.6
715,60.5
716,61.1
717,61.4
718,60.4
719,59.0
720,59.2
721,59.3
722,58.5
723,58.8
724,58.5
725,56.8
726,55.9
727,55.8
728,54.1
729,52.3
730,51.2
731,53.6
732,51.8
733,52.0
734,53.4
735,54.3
736,53.1
737,53.6
738,52.7
739,53.0
740,52.2
741,52.2
742,52.4
