,0
532,207.0
533,208.5
534,207.5
535,206.0
536,206.0
537,212.0
538,210.5
539,214.5
540,213.0
541,213.0
542,214.0
543,214.5
544,215.5
545,214.0
546,214.5
547,214.0
548,213.0
549,215.5
550,213.0
551,214.5
552,212.0
553,216.0
554,213.5
555,213.0
556,216.0
557,217.5
558,214.5
559,214.0
560,212.5
561,211.0
562,214.0
563,213.0
564,214.0
565,212.5
566,211.5
567,214.5
568,215.5
569,217.0
570,217.5
571,216.0
572,216.0
573,217.5
574,216.5
575,216.5
576,217.5
577,218.0
578,217.0
579,217.0
580,218.0
581,217.0
582,219.0
583,218.0
584,218.5
585,218.5
586,219.5
587,221.5
588,221.5
589,221.0
590,218.5
591,217.0
592,214.0
593,215.0
594,214.0
595,216.5
596,216.5
597,220.5
598,222.5
599,224.5
600,224.5
601,233.0
602,237.5
603,237.5
604,238.0
605,235.5
606,237.5
607,239.0
608,237.5
609,239.0
610,238.0
611,238.0
612,236.0
613,239.0
614,243.0
615,243.0
616,242.5
617,241.0
618,239.0
619,239.5
620,244.0
621,242.5
622,241.0
623,240.5
624,239.5
625,240.0
626,237.5
627,238.0
628,241.5
629,238.5
630,243.0
631,242.0
632,242.5
633,244.0
634,237.0
635,234.0
636,234.5
637,226.0
638,231.0
639,234.0
640,229.5
641,227.0
642,226.5
643,227.0
644,227.5
645,227.5
646,227.0
647,230.5
648,230.0
649,227.0
650,225.0
651,224.5
652,225.0
653,227.5
654,228.5
655,226.0
656,225.0
657,226.0
658,229.5
659,232.5
660,237.0
661,239.5
662,240.0
663,242.0
664,242.0
665,236.5
666,235.0
667,237.0
668,240.0
669,240.5
670,242.0
671,248.5
672,255.5
673,261.5
674,266.0
675,258.0
676,258.0
677,255.0
678,258.5
679,253.0
680,255.0
681,259.5
682,259.5
683,253.0
684,239.0
685,240.0
686,238.5
687,232.5
688,236.5
689,242.5
690,239.5
691,245.0
692,246.5
693,246.0
694,243.0
695,240.0
696,241.5
697,250.0
698,247.0
699,249.5
700,250.5
701,254.0
702,259.0
703,257.0
704,255.0
705,255.0
706,255.0
707,253.0
708,252.5
709,251.5
710,245.0
711,243.5
712,251.0
713,245.0
714,244.0
715,246.0
716,247.5
717,246.5
718,244.0
719,245.0
720,245.5
721,248.0
722,245.0
723,244.5
724,243.5
725,238.0
726,238.0
727,244.5
728,229.0
729,226.5
730,227.0
731,225.0
732,222.0
733,223.5
734,227.0
735,223.0
736,220.5
737,223.0
738,223.5
739,228.0
740,229.5
741,229.5
742,233.0
