,0
310,16.0
311,16.1
312,15.95
313,16.2
314,16.1
315,16.15
316,16.25
317,16.2
318,16.1
319,16.1
320,16.15
321,16.05
322,15.75
323,15.8
324,15.7
325,15.65
326,15.05
327,15.1
328,15.15
329,15.1
330,14.85
331,14.75
332,14.85
333,15.05
334,15.05
335,15.1
336,15.1
337,14.95
338,15.0
339,14.9
340,14.75
341,14.85
342,14.9
343,15.0
344,14.85
345,14.85
346,14.85
347,14.9
348,14.85
349,14.8
350,14.95
351,14.95
352,14.9
353,14.85
354,14.75
355,14.8
356,14.9
357,14.9
358,15.0
359,15.3
360,15.2
361,15.25
362,15.2
363,15.25
364,15.3
365,15.25
366,15.15
367,15.2
368,15.2
369,15.15
370,14.95
371,15.0
372,15.05
373,15.05
374,15.05
375,14.7
376,15.0
377,15.0
378,15.55
379,15.9
380,15.85
381,15.9
382,16.1
383,16.5
384,16.9
385,16.7
386,17.3
387,17.2
388,17.15
389,17.2
390,17.2
391,17.3
392,17.4
393,17.35
394,17.4
395,17.15
396,17.2
397,17.25
398,17.25
399,17.55
400,17.3
401,17.6
402,17.45
403,17.4
404,17.45
405,17.5
406,16.95
407,16.85
408,16.9
409,16.8
410,16.9
411,16.8
412,17.0
413,17.05
414,17.25
415,17.4
416,17.35
417,17.25
418,17.1
419,17.2
420,17.25
421,17.3
422,17.0
423,17.0
424,17.0
425,17.05
426,17.05
427,17.05
428,17.3
429,16.95
430,16.95
431,17.0
432,16.95
433,16.95
434,16.85
435,16.9
436,16.85
437,16.8
438,16.9
439,16.9
440,16.95
441,16.85
442,16.7
443,16.65
444,16.65
445,16.75
446,16.55
447,16.6
448,16.7
449,16.65
450,16.75
451,16.75
452,16.8
453,16.75
454,16.7
455,16.8
456,16.8
457,16.95
458,16.95
459,17.05
460,16.9
461,16.9
462,16.85
463,16.85
464,16.85
465,16.7
466,16.6
467,16.6
468,16.6
469,16.6
470,16.55
471,16.5
472,16.35
473,16.25
474,16.15
475,16.1
476,16.15
477,15.95
478,15.35
479,15.45
480,15.3
481,15.3
482,15.4
483,15.35
484,15.5
485,15.45
486,15.4
487,15.45
488,15.35
489,15.4
490,15.35
491,15.35
492,15.3
493,15.2
494,15.35
495,15.4
496,15.45
497,15.35
498,15.4
499,15.65
500,15.8
501,15.7
502,15.75
503,15.75
504,15.9
505,15.95
506,15.85
507,15.85
508,15.7
509,15.75
510,15.8
511,15.9
512,15.7
513,15.7
514,15.6
515,15.5
516,15.55
517,15.6
518,15.5
519,15.45
520,15.65
521,15.65
522,15.65
523,15.7
524,15.7
525,15.35
526,15.6
527,15.7
528,15.7
529,15.75
530,15.8
531,15.8
532,15.9
533,15.9
534,15.8
535,15.75
536,15.75
537,15.75
538,15.75
539,15.75
540,15.65
541,15.55
542,15.75
543,16.05
544,16.3
545,16.25
546,15.9
547,15.9
548,15.8
549,15.85
550,15.8
551,15.8
552,15.75
553,15.7
554,15.75
555,15.8
556,15.8
557,15.85
558,15.75
559,15.6
560,15.65
561,15.5
562,15.55
563,15.55
564,15.7
565,15.65
566,15.65
567,15.6
568,15.55
569,15.55
570,15.55
571,16.0
572,16.05
573,16.1
574,16.15
575,16.25
576,16.15
577,16.2
578,16.15
579,16.15
580,16.1
581,16.0
582,16.0
583,16.1
584,15.25
585,15.45
586,15.45
587,15.3
588,15.35
589,15.45
590,15.35
591,15.1
592,15.1
593,15.25
594,15.15
595,15.1
596,15.15
597,15.25
598,15.25
599,15.3
600,15.35
601,15.45
602,15.5
603,15.75
604,15.85
605,16.0
606,15.95
607,15.8
608,15.6
609,15.7
610,15.65
611,15.8
612,15.75
613,15.85
614,15.9
615,15.9
616,15.9
617,15.95
618,16.0
619,15.9
620,15.85
621,15.75
622,15.75
623,15.75
624,15.85
625,16.15
626,16.25
627,16.0
628,16.1
629,16.3
630,16.7
631,16.65
632,16.65
633,16.45
634,16.45
635,16.55
636,16.3
637,16.45
638,16.55
639,16.65
640,16.5
641,16.35
642,16.2
643,16.2
644,16.3
645,16.3
646,16.6
647,16.7
648,16.55
649,16.6
650,16.45
651,16.45
652,16.5
653,16.45
654,16.3
655,16.2
656,16.1
657,16.1
658,16.2
659,16.25
660,16.3
661,16.3
662,16.35
663,16.35
664,16.35
665,16.4
666,16.3
667,16.4
668,16.4
669,16.45
670,16.4
671,16.4
672,16.45
673,16.35
674,16.35
675,16.3
676,16.15
677,16.1
678,16.15
679,16.15
680,16.0
681,16.05
682,16.0
683,15.75
684,15.1
685,15.3
686,15.2
687,15.1
688,15.2
689,15.45
690,15.65
691,16.05
692,15.9
693,15.9
694,15.9
695,15.9
696,15.65
697,15.65
698,15.65
699,15.6
700,15.65
701,15.85
702,15.8
703,15.7
704,15.75
705,15.55
706,15.55
707,15.55
708,15.5
709,15.55
710,15.3
711,15.35
712,15.45
713,15.4
714,15.5
715,15.5
716,15.5
717,15.5
718,15.5
719,15.4
720,15.4
721,15.55
722,15.5
723,15.55
724,15.45
725,15.2
726,15.2
727,15.2
728,15.9
729,16.15
730,16.1
731,16.15
732,16.05
733,16.1
734,16.2
735,16.2
736,16.1
737,16.15
738,16.1
739,16.2
740,16.3
741,16.3
742,16.4
