,0,1
0,147.5,10475.0
1,147.0,10500.0
2,147.5,10500.0
3,146.5,10750.0
4,146.5,10650.0
5,148.5,10425.0
6,147.5,10325.0
7,148.0,10150.0
8,146.0,10125.0
9,146.5,10175.0
10,146.5,9950.0
11,146.5,10000.0
12,146.5,10000.0
13,145.5,9950.0
14,145.5,9925.0
15,147.5,9950.0
16,146.5,9925.0
17,145.0,9925.0
18,147.0,9950.0
19,146.0,9875.0
20,145.0,9900.0
21,144.0,9850.0
22,143.0,9825.0
23,141.0,9825.0
24,140.0,9775.0
25,138.5,9625.0
26,139.0,8900.0
27,139.5,9025.0
28,143.5,8950.0
29,144.5,9050.0
30,143.0,9125.0
31,142.0,8925.0
32,142.5,8975.0
33,142.0,9050.0
34,142.0,9050.0
35,144.5,9075.0
36,145.0,9100.0
37,146.5,9050.0
38,146.0,9050.0
39,138.5,8950.0
40,140.5,9050.0
41,141.0,9150.0
42,141.5,9150.0
43,142.5,9125.0
44,140.5,8875.0
45,140.5,8825.0
46,138.0,8425.0
47,136.5,8150.0
48,138.5,8300.0
49,138.5,8425.0
50,138.5,8450.0
51,136.5,8400.0
52,140.0,8400.0
53,139.0,8400.0
54,140.5,8350.0
55,139.0,8325.0
56,136.0,8200.0
57,137.0,8200.0
58,134.0,7925.0
59,134.0,7825.0
60,135.5,7900.0
61,138.5,8000.0
62,139.5,8000.0
63,134.5,7900.0
64,136.5,7900.0
65,134.0,7950.0
66,134.0,7925.0
67,133.0,7975.0
68,129.0,8300.0
69,130.5,8050.000000000001
70,128.5,8125.0
71,128.0,8175.000000000001
72,126.0,8500.0
73,124.0,8500.0
74,126.0,8500.0
75,125.0,8400.0
76,126.0,8375.0
77,121.0,8325.0
78,115.0,7500.0
79,123.5,6150.0
80,122.5,6150.0
81,124.0,6225.0
82,125.0,6350.0
83,129.0,6975.0
84,124.0,7425.0
85,125.5,7300.0
86,127.0,7450.0
87,125.0,7650.0
88,122.5,7475.0
89,123.0,7500.0
90,129.0,7500.0
91,125.0,7225.0
92,127.5,7250.0
93,127.5,7175.0
94,126.0,7150.0
95,129.5,7125.0
96,131.0,7150.0
97,131.5,7325.0
98,129.5,7125.0
99,129.0,7175.0
