,0
450,10.0
451,9.0
452,9.03
453,8.8
454,8.52
455,8.83
456,9.1
457,9.35
458,9.6
459,9.35
460,9.65
461,9.64
462,9.7
463,9.95
464,9.95
465,10.85
466,11.0
467,12.0
468,13.1
469,12.7
470,12.6
471,13.0
472,14.25
473,14.0
474,13.65
475,13.0
476,13.1
477,12.5
478,13.2
479,13.8
480,13.5
481,13.25
482,13.25
483,13.0
484,13.1
485,13.5
486,13.4
487,13.45
488,13.35
489,12.7
490,12.85
491,12.85
492,11.6
493,12.35
494,13.0
495,12.7
496,12.45
497,12.8
498,12.5
499,13.1
500,13.45
501,13.95
502,14.1
503,14.0
504,14.0
505,14.0
506,13.9
507,14.4
508,15.2
509,16.7
510,17.0
511,16.8
512,17.95
513,17.85
514,17.85
515,17.0
516,16.8
517,16.45
518,16.1
519,16.0
520,16.75
521,16.9
522,16.6
523,16.75
524,16.4
525,16.2
526,15.95
527,16.25
528,16.25
529,16.6
530,16.7
531,16.8
532,16.6
533,16.2
534,16.6
535,16.8
536,16.5
537,16.7
538,16.65
539,16.15
540,15.5
541,14.75
542,14.9
543,15.6
544,15.0
545,15.5
546,15.5
547,16.15
548,16.85
549,16.6
550,16.75
551,16.5
552,15.9
553,16.35
554,16.3
555,16.8
556,17.0
557,17.6
558,17.2
559,16.85
560,16.9
561,16.55
562,37.0
563,40.7
564,43.6
565,42.1
566,42.8
567,45.15
568,48.5
569,48.0
570,46.5
571,47.55
572,48.3
573,48.35
574,48.3
575,47.3
576,48.35
577,48.7
578,49.5
579,49.25
580,49.9
581,48.7
582,47.05
583,45.8
584,45.7
585,45.0
586,46.3
587,48.3
588,48.35
589,47.85
590,49.1
591,50.3
592,54.6
593,56.0
594,59.7
595,58.6
596,56.5
597,57.0
598,58.1
599,60.1
600,58.5
601,59.0
602,57.3
603,59.3
604,54.5
605,52.7
606,55.0
607,54.8
608,54.7
609,54.7
610,54.6
611,57.9
612,54.6
613,52.3
614,52.0
615,47.8
616,49.9
617,49.85
618,49.35
619,51.2
620,51.7
621,51.7
622,50.0
623,46.35
624,47.45
625,48.0
626,45.9
627,45.15
628,47.4
629,46.15
630,46.5
631,46.5
632,43.6
633,39.3
634,39.85
635,41.2
636,40.95
637,43.7
638,42.5
639,42.4
640,42.0
641,43.7
642,43.1
643,43.9
644,42.0
645,40.5
646,40.3
647,40.9
648,42.8
649,44.2
650,43.6
651,44.35
652,44.9
653,44.0
654,42.0
655,42.9
656,41.1
657,41.1
658,41.0
659,41.5
660,41.5
661,42.7
662,43.0
663,41.55
664,41.85
665,44.6
666,43.4
667,43.2
668,42.7
669,44.0
670,44.25
671,45.7
672,45.7
673,46.1
674,42.9
675,39.95
676,42.8
677,39.9
678,38.0
679,37.6
680,40.7
681,42.5
682,42.1
683,42.35
684,43.45
685,43.0
686,42.0
687,42.0
688,42.9
689,42.15
690,44.2
691,46.65
692,48.65
693,49.75
694,49.5
695,48.75
696,47.9
697,46.5
698,47.0
699,46.95
700,47.6
701,45.55
702,46.75
703,51.4
704,48.3
705,49.1
706,50.0
707,53.2
708,51.7
709,53.4
710,52.1
711,50.4
712,49.4
713,48.35
714,50.8
715,49.15
716,46.85
717,47.1
718,47.4
719,45.8
720,46.2
721,43.45
722,46.2
723,43.25
724,45.55
725,47.55
726,44.8
727,43.15
728,43.35
729,42.7
730,42.6
731,42.0
732,42.1
733,40.8
