,0
729,10550.0
730,10425.0
731,10350.0
732,10300.0
733,10275.0
734,10700.0
735,10625.0
736,10525.0
737,10450.0
738,10500.0
739,10425.0
740,10350.0
741,10350.0
742,10350.0
