,0,1
351,14.95,9950.0
352,14.9,9875.0
353,14.85,9975.0
354,14.75,9775.0
355,14.8,9750.0
356,14.9,9675.0
357,14.9,9600.0
358,15.0,9475.0
359,15.3,9475.0
360,15.2,9525.0
361,15.25,9525.0
362,15.2,9450.0
363,15.25,9425.0
364,15.3,9375.0
365,15.25,9125.0
366,15.15,8875.0
367,15.2,8675.0
368,15.2,8825.0
369,15.15,8825.0
370,14.95,8700.0
371,15.0,8675.0
372,15.05,8700.0
373,15.05,8775.0
374,15.05,8825.0
375,14.7,8500.0
376,15.0,8750.0
377,15.0,8675.0
378,15.55,8575.0
379,15.9,9250.0
380,15.85,8950.0
381,15.9,9075.0
382,16.1,8950.0
383,16.5,8900.0
384,16.9,8825.0
385,16.7,8875.0
386,17.3,8850.0
387,17.2,8900.0
388,17.15,9000.0
389,17.2,9150.0
390,17.2,9375.0
391,17.3,9350.0
392,17.4,9350.0
393,17.35,9250.0
394,17.4,9225.0
395,17.15,9225.0
396,17.2,9175.0
397,17.25,9225.0
398,17.25,9075.0
399,17.55,9050.0
400,17.3,9050.0
401,17.6,9075.0
402,17.45,9075.0
403,17.4,9100.0
404,17.45,9125.0
405,17.5,9050.0
406,16.95,8900.0
407,16.85,8825.0
408,16.9,8825.0
409,16.8,8850.0
410,16.9,8925.0
411,16.8,8875.0
412,17.0,8950.0
413,17.05,9000.0
414,17.25,8975.0
415,17.4,8925.0
416,17.35,8900.0
417,17.25,8825.0
418,17.1,8775.0
419,17.2,8800.0
420,17.25,8800.0
421,17.3,8775.0
422,17.0,8700.0
423,17.0,8725.0
424,17.0,8775.0
425,17.05,8775.0
426,17.05,8750.0
427,17.05,8750.0
428,17.3,8850.0
429,16.95,8925.0
430,16.95,9025.0
431,17.0,9350.0
432,16.95,9300.0
433,16.95,9400.0
434,16.85,9350.0
435,16.9,9250.0
436,16.85,9300.0
437,16.8,9350.0
438,16.9,9400.0
439,16.9,9450.0
440,16.95,9750.0
441,16.85,9800.0
442,16.7,9825.0
443,16.65,9825.0
444,16.65,9875.0
445,16.75,9925.0
446,16.55,10000.0
447,16.6,10200.0
448,16.7,10250.0
449,16.65,10150.0
450,16.75,10150.0
451,16.75,10150.0
452,16.8,10200.0
453,16.75,10075.0
454,16.7,10000.0
455,16.8,10100.0
456,16.8,10150.0
457,16.95,10100.0
458,16.95,10225.0
459,17.05,10400.0
460,16.9,10775.0
461,16.9,10775.0
462,16.85,11300.0
463,16.85,11600.0
464,16.85,11425.0
465,16.7,10475.0
466,16.6,10400.0
467,16.6,10500.0
468,16.6,10525.0
469,16.6,10550.0
470,16.55,10600.0
471,16.5,10700.0
472,16.35,10625.0
473,16.25,10475.0
474,16.15,10300.0
475,16.1,10275.0
