,0,1
0,196.5,10200.0
1,198.0,10200.0
2,198.0,10125.0
3,197.5,10150.0
4,202.5,10100.0
5,203.5,9950.0
6,205.5,10025.0
7,207.5,10025.0
8,206.0,10050.0
9,206.0,9950.0
10,204.5,10000.0
11,204.0,9925.0
12,203.5,9850.0
13,203.0,9875.0
14,205.0,9975.0
15,205.0,10000.0
16,205.5,9975.0
17,207.0,9975.0
18,207.0,9950.0
19,203.0,10000.0
20,207.0,10075.0
21,209.0,10075.0
22,209.0,10200.0
23,212.0,10175.0
24,210.5,10200.0
25,211.5,10200.0
26,213.0,10150.0
27,212.0,10050.0
28,207.5,10150.0
29,208.0,10525.0
30,207.0,10575.0
31,208.0,10500.0
32,211.5,10525.0
33,213.0,10625.0
34,216.5,10625.0
35,215.5,10625.0
36,218.0,10625.0
37,217.0,10575.0
38,215.0,10575.0
39,211.5,10675.0
40,208.5,9450.0
41,210.0,9425.0
42,208.5,9400.0
43,209.0,9225.0
44,207.0,9225.0
45,208.5,9175.0
46,207.5,9300.0
47,206.0,9250.0
48,206.0,9100.0
49,212.0,9050.0
50,210.5,8900.0
51,214.5,8900.0
52,213.0,9025.0
53,213.0,9075.0
54,214.0,9000.0
55,214.5,8900.0
56,215.5,8900.0
57,214.0,8875.0
58,214.5,8800.0
59,214.0,8850.0
60,213.0,8850.0
61,215.5,8825.0
62,213.0,8825.0
63,214.5,8875.0
64,212.0,9050.0
65,216.0,9050.0
66,213.5,9075.0
67,213.0,9150.0
68,216.0,9125.0
69,217.5,9050.0
70,214.5,8925.0
71,214.0,8775.0
72,212.5,8850.0
73,211.0,9000.0
74,214.0,9075.0
75,213.0,9125.0
76,214.0,9175.0
77,212.5,9175.0
78,211.5,9175.0
79,214.5,9075.0
80,215.5,9100.0
81,217.0,9075.0
82,217.5,9125.0
83,216.0,9225.0
84,216.0,9225.0
85,217.5,9175.0
86,216.5,9250.0
87,216.5,9250.0
88,217.5,9300.0
89,218.0,9400.0
90,217.0,9275.0
91,217.0,9125.0
92,218.0,9150.0
93,217.0,9125.0
94,219.0,9250.0
95,218.0,9275.0
96,218.5,9350.0
97,218.5,9325.0
98,219.5,9275.0
99,221.5,9225.0
100,221.5,9175.0
101,221.0,9150.0
102,218.5,9125.0
103,217.0,9025.0
104,214.0,9025.0
105,215.0,9025.0
106,214.0,9000.0
107,216.5,9025.0
108,216.5,9000.0
109,220.5,9025.0
110,222.5,9000.0
111,224.5,9025.0
112,224.5,9000.0
113,233.0,9000.0
114,237.5,9000.0
115,237.5,8950.0
116,238.0,8925.0
117,235.5,8925.0
118,237.5,8975.0
119,239.0,9050.0
120,237.5,9000.0
121,239.0,9000.0
122,238.0,8900.0
123,238.0,8900.0
124,236.0,9000.0
125,239.0,9225.0
126,243.0,9250.0
127,243.0,9250.0
128,242.5,9175.0
129,241.0,9125.0
130,239.0,9150.0
131,239.5,9175.0
132,244.0,9100.0
133,242.5,9175.0
134,241.0,9150.0
135,240.5,9175.0
136,239.5,9300.0
137,240.0,9300.0
138,237.5,9250.0
139,238.0,9300.0
140,241.5,9350.0
141,238.5,9650.0
142,243.0,9600.0
143,242.0,9550.0
144,242.5,9475.0
145,244.0,9450.0
146,237.0,9475.0
147,234.0,9450.0
148,234.5,9425.0
149,226.0,9450.0
150,231.0,9325.0
151,234.0,9375.0
152,229.5,9275.0
153,227.0,9125.0
154,226.5,9175.0
155,227.0,9100.0
156,227.5,9275.0
157,227.5,9200.0
158,227.0,9175.0
159,230.5,9175.0
160,230.0,9200.0
161,227.0,9275.0
162,225.0,9225.0
163,224.5,9225.0
